102400	0.00717	0.00578	0.00538	0.00518	0.00510	0.00499	0.00495	0.00495	0.00500	
1024000	0.02092	0.01305	0.00905	0.00723	0.00631	0.00582	0.00558	0.00525	0.00512	
10240000	0.15088	0.08094	0.04810	0.02939	0.01991	0.01452	0.01020	0.00801	0.00693	
102400000	1.43216	0.73566	0.41258	0.22756	0.14191	0.09498	0.05465	0.03500	0.02486	
1024000000	14.25125	7.28609	4.05937	2.20985	1.35208	0.87568	0.48371	0.28783	0.19059	
