
1191936	99328	0.56976
99328	0.56945
99328	0.56976
99328	0.56965
99328	0.56948
99328	0.56954
99328	0.56973
99328	0.56942
99328	0.57296
99328	0.56936
99328	0.57010
99328	0.56961
99328	0.57398
99328	0.57404
99328	0.57548
99328	0.57185
99328	0.56939
99328	0.56955
99328	0.56927
99328	0.56926
99328	0.57084
99328	0.56945
99328	0.57417
99328	0.56925
99328	0.57686
99328	0.57063
99328	0.56926
99328	0.57157
99328	0.56962
99328	0.57488
99328	0.57014
99328	0.57057
99328	0.57089
99328	0.56911
99328	0.56995
99328	0.57031
99328	0.56675
99328	0.57097
99328	0.57339
99328	0.56969
99328	0.56948
99328	0.57118
99328	0.56916
99328	0.57044
99328	0.56986
99328	0.57158
99328	0.57319
99328	0.56987
99328	0.57350
99328	0.57069
99328	0.57688
99328	0.57080
99328	0.56934
99328	0.57158
99328	0.56983
99328	0.57254
99328	0.57388
99328	0.57290
99328	0.56988
99328	0.57152
99328	0.56995
99328	0.57352
99328	0.57089
99328	0.57080
99328	0.56779
99328	0.57095
99328	0.56951
99328	0.57054
99328	0.56957
99328	0.57361
99328	0.57035
99328	0.57662
99328	0.57411
99328	0.57342
99328	0.57016
99328	0.56980
99328	0.56931
99328	0.56977
99328	0.56689
99328	0.56913
99328	0.56961
99328	0.57026
99328	0.56969
99328	0.57410

