100	0.000061	0.000047	0.000041	0.000039	0.000037	0.000037	0.000036	0.000037	
200	0.000088	0.000062	0.000048	0.000044	0.000041	0.000038	0.000037	0.000050	
400	0.000139	0.000093	0.000062	0.000050	0.000043	0.000040	0.000038	0.000039	
